ID,Mode,Auditory,Gender,Age_1,competence,intelligence,thoughtful,composite_intellect,humanness,novel,unique,composite_novelty,Stimulus,RecommendationFollowed
3639,Auditory-Human,1,1,18,7,6,7,6.666666667,8,7,7,7,ExtensionCord,1
3640,Visual-Handwritten,0,2,30,7,6,7,6.666666667,6,5,6,5.5,ExtensionCord,1
3641,Visual-Handwritten,0,2,21,5,5,6,5.333333333,5,5,6,5.5,ExtensionCord,0
3642,Auditory-Computer,1,1,42,9,8,8,8.333333333,9,8,9,8.5,ExtensionCord,1
3643,Auditory-Human,1,1,28,9,9,9,9,9,9,9,9,ExtensionCord,1
3644,Visual-Handwritten,0,2,20,7,6,7,6.666666667,8,8,7,7.5,ExtensionCord,0
3645,Auditory-Human,1,2,37,6,7,5,6,5,3,1,2,ExtensionCord,0
3646,Visual-Handwritten,0,2,21,6,7,4,5.666666667,7,9,9,9,ExtensionCord,0
3647,Visual-Handwritten,0,2,51,9,9,9,9,9,9,9,9,ExtensionCord,1
3648,Auditory-Computer,1,1,23,7,5,6,6,1,3,3,3,ExtensionCord,1
3649,Auditory-Human,1,2,21,5,7,1,4.333333333,1,7,8,7.5,ExtensionCord,0
3650,Auditory-Computer,1,2,29,6,6,6,6,6,6,7,6.5,ExtensionCord,1
3651,Visual-Handwritten,0,1,22,8,8,8,8,5,6,5,5.5,ExtensionCord,1
3652,Auditory-Computer,1,1,25,8,6,4,6,1,3,1,2,ExtensionCord,1
3653,Auditory-Computer,1,1,27,3,3,9,5,1,5,2,3.5,ExtensionCord,1
3654,Auditory-Computer,1,1,21,5,5,5,5,1,3,2,2.5,ExtensionCord,1
3655,Auditory-Human,1,2,21,7,7,7,7,5,6,6,6,ExtensionCord,1
3656,Visual-Handwritten,0,1,18,5,5,7,5.666666667,8,5,3,4,ExtensionCord,0
3657,Auditory-Computer,1,2,21,4,3,4,3.666666667,4,3,3,3,ExtensionCord,0
3658,Visual-Handwritten,0,2,25,4,6,5,5,2,9,9,9,ExtensionCord,0
3659,Auditory-Computer,1,2,18,7,7,6,6.666666667,4,1,2,1.5,ExtensionCord,1
3660,Visual-Handwritten,0,1,33,5,5,5,5,5,6,4,5,ExtensionCord,1
3661,Auditory-Computer,1,1,19,7,4,2,4.333333333,4,1,1,1,ExtensionCord,1
3662,Visual-Handwritten,0,1,42,9,9,9,9,9,9,9,9,ExtensionCord,1
3663,Auditory-Human,1,2,21,3,3,3,3,8,5,5,5,ExtensionCord,0
3664,Auditory-Human,1,2,18,7,6,7,6.666666667,7,7,4,5.5,ExtensionCord,1
3665,Auditory-Human,1,1,19,3,5,3,3.666666667,7,4,2,3,ExtensionCord,0
3666,Visual-Handwritten,0,1,20,7,7,6,6.666666667,4,5,5,5,ExtensionCord,1
3667,Auditory-Human,1,1,46,8,9,8,8.333333333,9,8,9,8.5,ExtensionCord,1
3668,Auditory-Computer,1,1,27,5,5,5,5,2,7,7,7,ExtensionCord,1
3669,Visual-Handwritten,0,2,27,5,5,5,5,9,5,5,5,ExtensionCord,0
3670,Visual-Handwritten,0,1,22,8,5,7,6.666666667,3,5,6,5.5,ExtensionCord,0
3671,Auditory-Human,1,2,58,7,7,5,6.333333333,9,4,4,4,ExtensionCord,1
3672,Visual-Handwritten,0,2,28,7,6,7,6.666666667,9,7,7,7,ExtensionCord,1
3673,Auditory-Human,1,2,30,5,7,6,6,8,3,3,3,ExtensionCord,0
3674,Auditory-Computer,1,1,23,3,4,4,3.666666667,7,8,7,7.5,ExtensionCord,1
3675,Auditory-Computer,1,1,25,7,2,1,3.333333333,1,2,1,1.5,ExtensionCord,0
3676,Auditory-Human,1,2,29,6,6,5,5.666666667,9,6,7,6.5,ExtensionCord,1
3677,Auditory-Computer,1,1,35,4,5,4,4.333333333,1,1,1,1,ExtensionCord,1
3678,Auditory-Computer,1,2,30,2,2,2,2,2,3,1,2,ExtensionCord,0
3679,Visual-Handwritten,0,2,22,3,6,9,6,9,9,9,9,ExtensionCord,0
3680,Visual-Handwritten,0,2,66,6,7,7,6.666666667,3,5,5,5,ExtensionCord,0
3681,Auditory-Computer,1,1,18,5,3,3,3.666666667,6,4,5,4.5,ExtensionCord,1
3682,Auditory-Human,1,1,19,4,3,4,3.666666667,3,1,1,1,ExtensionCord,0
3683,Visual-Handwritten,0,1,21,8,7,8,7.666666667,5,7,7,7,ExtensionCord,0
3684,Auditory-Human,1,1,22,5,5,5,5,7,5,5,5,ExtensionCord,0
3685,Auditory-Computer,1,1,42,8,7,7,7.333333333,7,7,6,6.5,ExtensionCord,1
3686,Visual-Handwritten,0,2,47,6,7,5,6,4,3,3,3,ExtensionCord,1
3687,Auditory-Human,1,1,35,7,8,7,7.333333333,6,8,7,7.5,ExtensionCord,1
3688,Visual-Handwritten,0,1,31,7,5,5,5.666666667,5,5,5,5,ExtensionCord,0
3689,Auditory-Human,1,1,20,7,6,4,5.666666667,8,9,9,9,ExtensionCord,1
3690,Auditory-Human,1,2,25,7,7,7,7,8,7,7,7,ExtensionCord,1
3691,Auditory-Computer,1,2,21,6,6,5,5.666666667,6,5,5,5,ExtensionCord,1
3692,Visual-Handwritten,0,1,23,2,2,1,1.666666667,3,1,1,1,ExtensionCord,0
3693,Auditory-Human,1,1,18,8,7,6,7,4,5,3,4,ExtensionCord,1
3694,Auditory-Computer,1,2,28,1,1,1,1,2,1,1,1,ExtensionCord,0
3695,Auditory-Human,1,2,23,5,6,5,5.333333333,4,6,5,5.5,ExtensionCord,0
3696,Auditory-Computer,1,1,22,6,5,4,5,7,6,6,6,ExtensionCord,1
3697,Auditory-Computer,1,2,19,1,1,3,1.666666667,1,2,3,2.5,ExtensionCord,0
3698,Auditory-Computer,1,1,21,7,6,6,6.333333333,6,6,6,6,ExtensionCord,1
3699,Visual-Handwritten,0,2,21,5,5,5,5,3,2,2,2,ExtensionCord,1
3700,Auditory-Human,1,2,34,8,8,8,8,9,1,1,1,ExtensionCord,1
3701,Auditory-Human,1,2,23,6,5,5,5.333333333,6,6,5,5.5,ExtensionCord,0
3702,Visual-Handwritten,0,2,18,5,5,5,5,5,2,2,2,ExtensionCord,1
3703,Auditory-Computer,1,2,28,6,5,4,5,9,5,7,6,ExtensionCord,1
3704,Auditory-Computer,1,2,23,1,1,1,1,6,4,6,5,ExtensionCord,0
3705,Visual-Handwritten,0,2,41,6,5,5,5.333333333,5,6,6,6,ExtensionCord,1
3706,Auditory-Human,1,2,24,5,5,5,5,7,7,5,6,ExtensionCord,0
3707,Visual-Handwritten,0,2,32,6,7,6,6.333333333,4,5,5,5,ExtensionCord,0
3708,Visual-Handwritten,0,2,22,4,3,2,3,6,3,3,3,ExtensionCord,0
3709,Auditory-Human,1,2,25,2,5,2,3,5,3,2,2.5,ExtensionCord,0
3710,Auditory-Computer,1,2,63,7,5,6,6,6,5,3,4,ExtensionCord,1
3711,Auditory-Computer,1,1,23,4,7,7,6,8,9,5,7,ExtensionCord,1
3712,Visual-Handwritten,0,1,22,5,5,3,4.333333333,6,2,2,2,ExtensionCord,0
3713,Auditory-Human,1,1,18,6,5,5,5.333333333,3,9,1,5,ExtensionCord,1
3714,Visual-Handwritten,0,1,20,6,7,7,6.666666667,4,4,6,5,ExtensionCord,1
3715,Visual-Handwritten,0,2,32,5,5,5,5,5,2,2,2,ExtensionCord,1
3716,Auditory-Human,1,3,21,5,3,3,3.666666667,9,7,6,6.5,ExtensionCord,0
3717,Visual-Handwritten,0,3,25,9,7,9,8.333333333,5,7,9,8,ExtensionCord,1
3718,Auditory-Computer,1,1,50,5,1,5,3.666666667,7,5,2,3.5,ExtensionCord,1
3719,Visual-Handwritten,0,1,41,7,8,8,7.666666667,8,7,8,7.5,ExtensionCord,0
3720,Auditory-Computer,1,1,26,7,7,6,6.666666667,1,4,5,4.5,ExtensionCord,1
3721,Auditory-Human,1,2,23,9,5,5,6.333333333,9,4,4,4,ExtensionCord,1
3722,Visual-Handwritten,0,2,37,8,8,8,8,4,7,6,6.5,ExtensionCord,1
3723,Visual-Handwritten,0,2,32,6,6,6,6,5,5,5,5,ExtensionCord,1
3724,Auditory-Human,1,2,59,1,1,1,1,5,2,2,2,ExtensionCord,0
3725,Auditory-Computer,1,1,65,8,8,7,7.666666667,5,6,4,5,ExtensionCord,1
3726,Auditory-Human,1,2,37,7,7,7,7,8,3,3,3,ExtensionCord,1
3727,Visual-Handwritten,0,1,42,7,7,7,7,6,6,6,6,ExtensionCord,1
3728,Auditory-Computer,1,1,20,6,5,7,6,4,6,6,6,ExtensionCord,1
3729,Auditory-Human,1,1,19,5,5,4,4.666666667,9,2,2,2,ExtensionCord,1
3730,Visual-Handwritten,0,2,58,6,5,7,6,4,5,4,4.5,ExtensionCord,0
3731,Visual-Handwritten,0,2,42,5,5,5,5,6,5,7,6,ExtensionCord,0
3732,Auditory-Human,1,1,39,6,5,6,5.666666667,7,4,5,4.5,ExtensionCord,1
3733,Auditory-Computer,1,1,23,3,5,6,4.666666667,4,2,3,2.5,ExtensionCord,1
3734,Auditory-Human,1,2,30,5,5,5,5,6,5,5,5,ExtensionCord,1
3735,Visual-Handwritten,0,2,34,7,7,8,7.333333333,7,4,4,4,ExtensionCord,1
3736,Auditory-Human,1,1,37,7,7,7,7,6,6,5,5.5,ExtensionCord,1
3737,Auditory-Computer,1,2,20,6,6,5,5.666666667,7,5,6,5.5,ExtensionCord,1
3738,Auditory-Computer,1,2,21,5,5,1,3.666666667,2,1,1,1,ExtensionCord,1
3739,Auditory-Computer,1,1,22,5,5,2,4,5,4,4,4,ExtensionCord,1
3740,Auditory-Computer,1,2,19,4,3,2,3,2,2,2,2,ExtensionCord,0
3741,Auditory-Computer,1,2,32,5,5,5,5,3,4,4,4,ExtensionCord,0
3742,Auditory-Human,1,1,44,8,8,7,7.666666667,9,8,8,8,ExtensionCord,0
3743,Auditory-Human,1,1,46,3,5,7,5,5,7,5,6,ExtensionCord,1
3744,Auditory-Human,1,2,33,9,9,9,9,9,2,3,2.5,ExtensionCord,1
3745,Auditory-Human,1,2,18,4,6,2,4,4,3,4,3.5,ExtensionCord,1
3746,Visual-Handwritten,0,1,36,5,5,7,5.666666667,5,9,7,8,ExtensionCord,1
3747,Auditory-Human,1,1,23,5,5,6,5.333333333,7,6,6,6,ExtensionCord,0
3748,Auditory-Computer,1,2,54,5,7,1,4.333333333,1,4,4,4,ExtensionCord,1
3749,Auditory-Human,1,2,32,7,7,7,7,7,7,7,7,ExtensionCord,1
3750,Visual-Handwritten,0,1,63,7,7,5,6.333333333,6,7,6,6.5,ExtensionCord,1
3751,Visual-Handwritten,0,1,28,3,4,3,3.333333333,5,6,7,6.5,ExtensionCord,1
3752,Auditory-Human,1,2,30,9,9,9,9,1,5,5,5,ExtensionCord,0
3753,Auditory-Computer,1,2,22,3,3,3,3,2,6,7,6.5,ExtensionCord,1
3754,Auditory-Human,1,1,23,9,9,9,9,1,8,9,8.5,ExtensionCord,1
3755,Auditory-Computer,1,1,26,7,6,7,6.666666667,7,7,8,7.5,ExtensionCord,1
3756,Visual-Handwritten,0,1,25,5,5,3,4.333333333,2,1,2,1.5,ExtensionCord,1
3757,Auditory-Computer,1,2,31,2,3,1,2,4,4,4,4,ExtensionCord,0
3758,Visual-Handwritten,0,2,58,6,3,8,5.666666667,3,5,5,5,ExtensionCord,0
3759,Visual-Handwritten,0,1,28,3,4,4,3.666666667,5,3,5,4,ExtensionCord,1
3760,Auditory-Human,1,2,47,9,9,9,9,5,3,3,3,ExtensionCord,1
3761,Auditory-Human,1,1,33,6,5,5,5.333333333,6,1,2,1.5,ExtensionCord,1
3762,Visual-Handwritten,0,2,18,6,7,7,6.666666667,6,4,6,5,ExtensionCord,0
3763,Auditory-Human,1,1,44,8,7,7,7.333333333,7,7,6,6.5,ExtensionCord,1
3764,Visual-Handwritten,0,2,42,9,6,1,5.333333333,7,8,8,8,ExtensionCord,1
3765,Auditory-Computer,1,1,37,6,6,7,6.333333333,4,6,5,5.5,ExtensionCord,1
3766,Auditory-Computer,1,2,29,6,7,6,6.333333333,5,7,7,7,ExtensionCord,1
3767,Visual-Handwritten,0,2,30,6,6,6,6,5,3,3,3,ExtensionCord,1
3768,Visual-Handwritten,0,1,30,4,5,6,5,3,6,3,4.5,ExtensionCord,0
3769,Visual-Handwritten,0,1,33,3,4,4,3.666666667,7,1,1,1,ExtensionCord,0
3770,Auditory-Computer,1,2,44,8,8,8,8,5,7,8,7.5,ExtensionCord,1
3771,Auditory-Computer,1,1,18,7,7,6,6.666666667,3,6,6,6,ExtensionCord,1
3772,Auditory-Computer,1,1,21,6,6,5,5.666666667,3,4,5,4.5,ExtensionCord,0
3773,Auditory-Human,1,1,48,7,7,6,6.666666667,7,6,7,6.5,ExtensionCord,1
3774,Auditory-Computer,1,1,43,4,1,1,2,5,4,4,4,ExtensionCord,0
3775,Visual-Handwritten,0,1,21,5,6,3,4.666666667,8,4,6,5,ExtensionCord,0
3776,Auditory-Computer,1,2,22,8,8,6,7.333333333,7,6,7,6.5,ExtensionCord,1
3777,Auditory-Human,1,2,27,9,9,9,9,1,9,9,9,ExtensionCord,1
3778,Auditory-Human,1,2,21,6,5,5,5.333333333,6,5,3,4,ExtensionCord,0
3779,Auditory-Computer,1,1,25,5,1,1,2.333333333,9,1,1,1,ExtensionCord,1
3780,Auditory-Human,1,1,23,1,2,2,1.666666667,5,8,9,8.5,ExtensionCord,1
3781,Visual-Handwritten,0,2,27,7,7,7,7,5,5,5,5,ExtensionCord,1
3782,Auditory-Human,1,1,22,4,6,5,5,7,4,6,5,ExtensionCord,1
3783,Visual-Handwritten,0,1,18,6,5,5,5.333333333,4,5,4,4.5,ExtensionCord,0
3784,Visual-Handwritten,0,1,23,6,6,6,6,9,6,6,6,ExtensionCord,1
3785,Visual-Handwritten,0,2,45,5,7,6,6,7,1,1,1,ExtensionCord,1
3786,Auditory-Computer,1,1,28,6,5,6,5.666666667,5,6,6,6,ExtensionCord,1
3787,Visual-Handwritten,0,2,25,8,7,7,7.333333333,7,7,7,7,ExtensionCord,1
3788,Auditory-Computer,1,2,22,1,2,1,1.333333333,2,1,5,3,ExtensionCord,1
3789,Auditory-Human,1,2,19,6,5,6,5.666666667,9,5,4,4.5,ExtensionCord,1
3790,Auditory-Computer,1,2,56,9,9,9,9,7,4,1,2.5,ExtensionCord,1
3791,Auditory-Human,1,2,46,5,5,5,5,7,4,3,3.5,ExtensionCord,0
3792,Auditory-Computer,1,2,31,6,6,6,6,1,3,3,3,ExtensionCord,0
3793,Auditory-Computer,1,2,18,3,4,5,4,8,6,5,5.5,ExtensionCord,0
3794,Visual-Handwritten,0,1,27,5,6,5,5.333333333,3,6,6,6,ExtensionCord,0
3795,Auditory-Human,1,2,47,6,6,6,6,6,6,6,6,ExtensionCord,1
3796,Auditory-Computer,1,2,56,5,5,5,5,5,3,3,3,ExtensionCord,1
3797,Auditory-Computer,1,1,26,6,5,5,5.333333333,1,1,1,1,ExtensionCord,1
3798,Auditory-Human,1,1,33,8,7,6,7,9,7,6,6.5,ExtensionCord,1
3799,Auditory-Human,1,1,28,8,6,5,6.333333333,5,7,6,6.5,ExtensionCord,1
3800,Visual-Handwritten,0,1,36,6,6,7,6.333333333,4,4,3,3.5,ExtensionCord,0
3801,Auditory-Human,1,1,30,6,6,5,5.666666667,9,9,9,9,ExtensionCord,1
3802,Visual-Handwritten,0,1,35,7,6,7,6.666666667,7,6,6,6,ExtensionCord,1
3803,Auditory-Human,1,1,18,6,7,2,5,3,6,2,4,ExtensionCord,1
3804,Visual-Handwritten,0,2,19,8,8,6,7.333333333,8,8,7,7.5,ExtensionCord,1
3805,Auditory-Human,1,1,36,6,6,5,5.666666667,6,7,6,6.5,ExtensionCord,1
3806,Visual-Handwritten,0,2,45,3,3,3,3,2,3,2,2.5,ExtensionCord,1
3807,Auditory-Computer,1,2,32,3,5,4,4,6,4,5,4.5,ExtensionCord,1
3808,Auditory-Human,1,1,25,5,5,5,5,9,6,1,3.5,ExtensionCord,1
3809,Auditory-Human,1,2,30,9,8,9,8.666666667,9,9,9,9,ExtensionCord,1
3810,Visual-Handwritten,0,1,35,7,7,8,7.333333333,9,7,8,7.5,ExtensionCord,1
3811,Visual-Handwritten,0,1,33,4,4,5,4.333333333,3,6,7,6.5,ExtensionCord,0
3812,Visual-Handwritten,0,2,27,5,5,5,5,4,5,4,4.5,ExtensionCord,0
3813,Auditory-Computer,1,1,21,5,6,4,5,5,4,1,2.5,ExtensionCord,0
3814,Auditory-Computer,1,2,35,8,8,7,7.666666667,1,3,3,3,ExtensionCord,0
3815,Auditory-Computer,1,2,24,2,3,4,3,3,5,5,5,ExtensionCord,0
3816,Auditory-Human,1,1,18,4,2,4,3.333333333,7,7,2,4.5,ExtensionCord,1
3817,Auditory-Human,1,2,33,3,5,2,3.333333333,5,7,7,7,ExtensionCord,1
3818,Auditory-Human,1,1,20,7,7,7,7,8,6,3,4.5,ExtensionCord,0
3819,Auditory-Computer,1,2,30,8,9,8,8.333333333,7,7,8,7.5,ExtensionCord,1
3820,Visual-Handwritten,0,1,31,5,5,5,5,9,9,9,9,ExtensionCord,1
3821,Auditory-Computer,1,1,20,7,6,8,7,3,4,3,3.5,ExtensionCord,1
3822,Visual-Handwritten,0,1,35,8,9,8,8.333333333,9,8,8,8,ExtensionCord,1
3823,Auditory-Computer,1,1,37,1,1,1,1,1,1,1,1,ExtensionCord,0
3824,Visual-Handwritten,0,1,25,9,9,9,9,9,1,1,1,ExtensionCord,1
3825,Visual-Handwritten,0,1,20,1,3,4,2.666666667,9,2,1,1.5,ExtensionCord,0
3826,Auditory-Computer,1,2,28,7,7,4,6,1,1,1,1,ExtensionCord,1
3827,Auditory-Human,1,2,27,3,2,3,2.666666667,2,3,3,3,ExtensionCord,0
3828,Visual-Handwritten,0,2,22,7,6,2,5,8,7,2,4.5,ExtensionCord,1
3829,Auditory-Human,1,1,33,2,2,1,1.666666667,2,1,1,1,ExtensionCord,0
3830,Auditory-Computer,1,2,32,3,3,1,2.333333333,1,2,3,2.5,ExtensionCord,0
3831,Auditory-Human,1,2,19,1,1,1,1,9,3,3,3,ExtensionCord,1
3832,Auditory-Human,1,1,20,7,7,6,6.666666667,6,7,7,7,ExtensionCord,1
3833,Auditory-Human,1,1,26,5,6,5,5.333333333,1,5,4,4.5,ExtensionCord,1
3834,Auditory-Computer,1,2,18,7,7,6,6.666666667,5,3,3,3,ExtensionCord,1
3835,Auditory-Computer,1,2,22,4,5,5,4.666666667,2,4,4,4,ExtensionCord,1
3836,Visual-Handwritten,0,2,22,6,5,6,5.666666667,7,4,5,4.5,ExtensionCord,0
3837,Auditory-Computer,1,1,48,5,6,4,5,6,5,5,5,ExtensionCord,1
3838,Auditory-Computer,1,2,19,6,6,6,6,1,5,5,5,ExtensionCord,0
3839,Visual-Handwritten,0,2,31,4,5,2,3.666666667,6,1,1,1,ExtensionCord,0
3840,Auditory-Human,1,2,27,6,6,6,6,6,3,3,3,ExtensionCord,1
3841,Auditory-Computer,1,2,30,6,5,1,4,1,1,1,1,ExtensionCord,1
3842,Auditory-Human,1,1,24,3,7,4,4.666666667,9,1,1,1,ExtensionCord,0
3843,Auditory-Human,1,2,31,8,8,8,8,5,7,6,6.5,ExtensionCord,1
3844,Auditory-Computer,1,2,21,3,4,4,3.666666667,5,3,3,3,ExtensionCord,1
3845,Auditory-Computer,1,1,32,5,8,7,6.666666667,5,5,4,4.5,ExtensionCord,0
3846,Visual-Handwritten,0,1,26,7,7,7,7,9,7,7,7,ExtensionCord,1
3847,Auditory-Human,1,2,19,5,5,6,5.333333333,5,3,3,3,ExtensionCord,1
3848,Auditory-Computer,1,2,21,2,2,2,2,1,1,1,1,ExtensionCord,0
3849,Auditory-Human,1,2,25,5,5,5,5,4,4,6,5,ExtensionCord,0
3850,Auditory-Computer,1,2,22,6,6,5,5.666666667,6,4,4,4,ExtensionCord,1
3851,Visual-Handwritten,0,1,19,9,9,9,9,6,5,6,5.5,ExtensionCord,1
3852,Auditory-Human,1,2,18,6,7,5,6,7,6,5,5.5,ExtensionCord,1
3853,Auditory-Computer,1,1,22,2,2,2,2,3,1,1,1,ExtensionCord,0
3854,Auditory-Human,1,2,59,5,5,5,5,5,5,7,6,ExtensionCord,1
3855,Visual-Handwritten,0,2,35,5,5,5,5,5,1,1,1,ExtensionCord,1
3856,Visual-Handwritten,0,1,25,7,7,7,7,7,7,7,7,ExtensionCord,1
3857,Auditory-Human,1,1,20,4,5,4,4.333333333,1,3,3,3,ExtensionCord,1
3858,Auditory-Human,1,2,22,4,5,3,4,2,5,3,4,ExtensionCord,0
3859,Visual-Handwritten,0,2,21,8,8,8,8,8,7,7,7,ExtensionCord,0
3860,Auditory-Computer,1,2,57,3,4,1,2.666666667,5,7,7,7,ExtensionCord,1
3861,Visual-Handwritten,0,2,48,5,5,5,5,5,2,6,4,ExtensionCord,1
3862,Visual-Handwritten,0,2,18,6,6,6,6,3,5,6,5.5,ExtensionCord,0
3863,Visual-Handwritten,0,2,32,5,4,3,4,4,7,7,7,ExtensionCord,1
3864,Auditory-Computer,1,2,18,4,3,4,3.666666667,2,3,3,3,ExtensionCord,0
3865,Auditory-Human,1,2,27,5,5,5,5,7,7,7,7,ExtensionCord,1
3866,Visual-Handwritten,0,2,19,4,4,5,4.333333333,5,5,4,4.5,ExtensionCord,1
3867,Auditory-Computer,1,2,42,5,5,5,5,1,1,1,1,ExtensionCord,1
3868,Auditory-Computer,1,3,33,9,9,8,8.666666667,2,8,6,7,ExtensionCord,0
3869,Auditory-Human,1,1,44,5,7,4,5.333333333,5,6,7,6.5,ExtensionCord,1
3870,Visual-Handwritten,0,1,37,7,8,8,7.666666667,7,6,7,6.5,ExtensionCord,0
3871,Auditory-Computer,1,2,24,7,7,6,6.666666667,1,7,7,7,ExtensionCord,0
3872,Visual-Handwritten,0,2,21,7,7,7,7,6,6,7,6.5,ExtensionCord,0
3873,Auditory-Human,1,1,31,7,4,5,5.333333333,3,6,6,6,ExtensionCord,0
3874,Auditory-Human,1,1,26,7,7,7,7,4,6,6,6,ExtensionCord,1
3875,Auditory-Human,1,1,31,6,5,6,5.666666667,6,4,4,4,ExtensionCord,1
3876,Auditory-Computer,1,2,18,7,6,4,5.666666667,8,2,2,2,ExtensionCord,1
3877,Visual-Handwritten,0,2,60,2,3,5,3.333333333,2,1,1,1,ExtensionCord,1
3878,Auditory-Human,1,1,18,6,6,5,5.666666667,8,3,3,3,ExtensionCord,1
3879,Auditory-Computer,1,1,50,5,7,7,6.333333333,7,5,6,5.5,ExtensionCord,1
3880,Visual-Handwritten,0,1,26,9,9,9,9,9,9,9,9,ExtensionCord,0
3881,Visual-Handwritten,0,1,34,7,7,7,7,5,5,5,5,ExtensionCord,1
3882,Auditory-Computer,1,2,22,3,3,1,2.333333333,4,3,6,4.5,ExtensionCord,1
3883,Visual-Handwritten,0,2,44,5,5,7,5.666666667,5,7,7,7,ExtensionCord,1
3884,Auditory-Computer,1,2,19,3,3,3,3,3,2,3,2.5,ExtensionCord,0
3885,Auditory-Human,1,2,19,8,7,6,7,5,6,6,6,ExtensionCord,1
3886,Auditory-Computer,1,1,44,9,9,8,8.666666667,9,8,9,8.5,ExtensionCord,0
3887,Visual-Handwritten,0,1,20,7,5,6,6,5,5,5,5,ExtensionCord,0
3888,Auditory-Human,1,2,45,5,5,4,4.666666667,5,3,2,2.5,ExtensionCord,1
3889,Visual-Handwritten,0,1,26,5,5,5,5,3,3,3,3,ExtensionCord,1
3890,Auditory-Human,1,1,47,4,5,4,4.333333333,5,1,1,1,ExtensionCord,1
3891,Visual-Handwritten,0,1,22,4,4,3,3.666666667,3,1,1,1,ExtensionCord,1
3892,Visual-Handwritten,0,1,29,4,5,4,4.333333333,5,3,3,3,ExtensionCord,0
3893,Auditory-Human,1,3,20,4,5,5,4.666666667,9,1,1,1,ExtensionCord,0
3894,Auditory-Computer,1,2,28,6,6,6,6,1,6,5,5.5,ExtensionCord,0
3895,Auditory-Human,1,2,27,6,6,5,5.666666667,5,5,5,5,ExtensionCord,1
3896,Auditory-Computer,1,2,26,7,7,7,7,3,5,5,5,ExtensionCord,0
3897,Auditory-Human,1,2,19,3,5,3,3.666666667,4,7,7,7,ExtensionCord,0
3898,Visual-Handwritten,0,2,34,7,7,7,7,6,8,8,8,ExtensionCord,1
3899,Auditory-Computer,1,2,50,4,5,4,4.333333333,3,5,4,4.5,ExtensionCord,0
3900,Visual-Handwritten,0,1,58,4,3,4,3.666666667,9,7,7,7,ExtensionCord,1
3901,Visual-Handwritten,0,2,35,9,9,9,9,5,9,9,9,ExtensionCord,1
3902,Visual-Handwritten,0,2,50,6,6,6,6,8,3,6,4.5,ExtensionCord,1
3903,Visual-Handwritten,0,2,36,5,7,3,5,5,4,4,4,ExtensionCord,1
3904,Auditory-Human,1,2,18,6,6,9,7,9,2,1,1.5,ExtensionCord,1
3905,Auditory-Computer,1,2,29,5,4,4,4.333333333,8,2,3,2.5,ExtensionCord,1
3906,Auditory-Computer,1,3,41,5,5,3,4.333333333,4,1,1,1,ExtensionCord,0
3907,Auditory-Human,1,1,19,5,3,6,4.666666667,3,1,1,1,ExtensionCord,1
3908,Auditory-Human,1,1,42,6,6,5,5.666666667,9,8,9,8.5,ExtensionCord,0
3909,Auditory-Computer,1,1,22,9,9,9,9,6,8,7,7.5,ExtensionCord,1
3910,Visual-Handwritten,0,1,48,4,3,6,4.333333333,1,5,3,4,ExtensionCord,0
3911,Auditory-Computer,1,1,31,4,6,4,4.666666667,4,6,5,5.5,ExtensionCord,0
3912,Auditory-Computer,1,2,44,6,4,6,5.333333333,1,5,2,3.5,ExtensionCord,1
3913,Visual-Handwritten,0,2,41,7,7,7,7,2,5,7,6,ExtensionCord,1
3914,Auditory-Computer,1,2,41,6,6,6,6,5,7,7,7,ExtensionCord,1
3915,Auditory-Computer,1,1,19,4,4,6,4.666666667,1,4,2,3,ExtensionCord,1
3916,Auditory-Computer,1,2,32,4,4,3,3.666666667,5,2,2,2,ExtensionCord,1
3917,Auditory-Human,1,2,28,8,8,8,8,2,7,7,7,ExtensionCord,1
3918,Auditory-Computer,1,2,19,3,5,1,3,6,7,5,6,ExtensionCord,0
3919,Visual-Handwritten,0,1,28,6,6,6,6,5,5,5,5,ExtensionCord,0
3920,Auditory-Computer,1,2,25,4,4,2,3.333333333,4,7,7,7,ExtensionCord,1
3921,Visual-Handwritten,0,2,25,4,7,4,5,7,1,1,1,ExtensionCord,0
3922,Visual-Handwritten,0,1,74,1,1,1,1,2,8,8,8,ExtensionCord,0
3923,Visual-Handwritten,0,1,56,5,5,5,5,4,9,9,9,ExtensionCord,1
3924,Visual-Handwritten,0,3,19,4,5,3,4,3,2,2,2,ExtensionCord,1
3925,Auditory-Human,1,1,24,6,7,7,6.666666667,8,3,3,3,ExtensionCord,1
3926,Auditory-Human,1,2,19,6,6,7,6.333333333,7,7,4,5.5,ExtensionCord,1
3927,Auditory-Computer,1,1,35,6,7,7,6.666666667,9,6,6,6,ExtensionCord,1
3928,Auditory-Human,1,2,18,6,6,7,6.333333333,6,2,3,2.5,ExtensionCord,1
3929,Auditory-Computer,1,2,53,5,5,5,5,5,1,1,1,ExtensionCord,1
3930,Auditory-Human,1,1,52,4,5,5,4.666666667,2,6,6,6,ExtensionCord,0
3931,Auditory-Computer,1,1,39,6,6,6,6,2,3,3,3,ExtensionCord,1
3932,Auditory-Human,1,1,21,7,8,8,7.666666667,7,6,7,6.5,ExtensionCord,1
3933,Auditory-Computer,1,2,29,3,4,2,3,7,2,1,1.5,ExtensionCord,1
3934,Visual-Handwritten,0,1,26,3,3,4,3.333333333,2,2,2,2,ExtensionCord,0
3935,Auditory-Human,1,2,63,6,5,4,5,5,8,8,8,ExtensionCord,1
