"","ResponseID","Mode","Auditory","Gender","Age_1","competence","intelligence","thoughtful","composite_intellect","humanness","novel","unique","composite_novelty","Stimulus","RecommendationFollowed"
"4161","R_1MTjq3uBu74hvnU","Auditory-Human",1,1,22,6,8,7,7,8,6,4,5,"ExtensionCord",1
"4162","R_uytlcUSYDkgSxKV","Visual-Handwritten",0,2,19,1,1,1,1,5,2,2,2,"ExtensionCord",1
"4163","R_3JDtLm4137JsYBX","Auditory-Human",1,1,36,5,5,5,5,9,5,5,5,"ExtensionCord",1
"4164","R_3snay0NfZEbNOKW","Auditory-Computer",1,1,23,2,2,2,2,1,1,1,1,"ExtensionCord",0
"4165","R_3LheDuYaSADP32G","Auditory-Computer",1,2,30,2,2,1,1.66666666666667,1,6,8,7,"ExtensionCord",1
"4166","R_UiJt2PfqBDgpJxD","Auditory-Computer",1,2,24,3,3,3,3,7,4,2,3,"ExtensionCord",1
"4167","R_3p4o0I2DGW5e6Ux","Auditory-Human",1,2,22,5,5,3,4.33333333333333,5,1,1,1,"ExtensionCord",0
"4168","R_1gS0qvdzCoNOERw","Auditory-Human",1,1,23,7,7,7,7,8,7,7,7,"ExtensionCord",1
"4169","R_dh5w8Xyd24pYRqx","Auditory-Human",1,1,32,7,7,5,6.33333333333333,8,8,7,7.5,"ExtensionCord",1
"4170","R_uxME7matNsDIifT","Auditory-Human",1,1,21,5,5,6,5.33333333333333,7,5,5,5,"ExtensionCord",1
"4171","R_29bSXxoLzGVRBGb","Auditory-Human",1,1,31,4,8,7,6.33333333333333,9,8,8,8,"ExtensionCord",1
"4172","R_3IY0FWHMLepZSIM","Auditory-Human",1,2,48,4,4,2,3.33333333333333,5,5,5,5,"ExtensionCord",1
"4173","R_1hS7h4EcNyoaBMd","Auditory-Computer",1,1,34,6,1,1,2.66666666666667,1,5,5,5,"ExtensionCord",1
"4174","R_2OTQw5JFtjEOsAP","Auditory-Computer",1,1,38,3,3,3,3,2,3,3,3,"ExtensionCord",0
"4175","R_Cf4JNWcn9rNB5NT","Visual-Handwritten",0,1,28,4,3,2,3,5,6,6,6,"ExtensionCord",1
"4176","R_1IWd28c18slX2u8","Visual-Handwritten",0,1,39,1,2,1,1.33333333333333,3,1,1,1,"ExtensionCord",0
"4177","R_2SuHDAPI9NuaVCk","Auditory-Human",1,2,21,5,5,5,5,5,1,1,1,"ExtensionCord",0
"4178","R_0cR7RVbNdm0We09","Auditory-Computer",1,1,22,7,6,3,5.33333333333333,3,7,5,6,"ExtensionCord",1
"4179","R_1Ldv3xqZKx9TuJ8","Auditory-Computer",1,2,38,5,5,5,5,1,1,1,1,"ExtensionCord",1
"4180","R_1cT7MS4qkkw9YTV","Auditory-Human",1,2,35,5,5,5,5,5,2,2,2,"ExtensionCord",1
"4181","R_2zvBMr8De4BxfSn","Auditory-Human",1,1,28,6,5,5,5.33333333333333,7,4,5,4.5,"ExtensionCord",1
"4182","R_RRGERhEvEIC5Qqt","Auditory-Human",1,1,39,7,7,7,7,7,3,3,3,"ExtensionCord",1
"4183","R_2t4NaZ8545Q7yoN","Auditory-Computer",1,2,24,7,6,4,5.66666666666667,7,1,1,1,"ExtensionCord",0
"4184","R_CmqZ5PfdVFy6bYJ","Auditory-Computer",1,1,30,4,5,5,4.66666666666667,7,7,5,6,"ExtensionCord",0
"4185","R_79WHZTEmnA9aaIx","Visual-Handwritten",0,1,20,7,7,8,7.33333333333333,6,5,5,5,"ExtensionCord",1
"4186","R_3lrjpHjS7SpFN0z","Auditory-Computer",1,1,20,3,7,5,5,5,4,5,4.5,"ExtensionCord",1
"4187","R_1n8yeEh8NMZW1gr","Visual-Handwritten",0,1,27,8,7,8,7.66666666666667,5,6,5,5.5,"ExtensionCord",0
"4188","R_1DIvy6g3fUfbpt6","Auditory-Human",1,1,40,9,9,9,9,9,9,9,9,"ExtensionCord",1
"4189","R_3Pz9DS1E5d9h1j2","Visual-Handwritten",0,1,38,5,5,5,5,2,6,6,6,"ExtensionCord",1
"4190","R_2scddR09uEDVjnZ","Auditory-Human",1,1,41,3,4,4,3.66666666666667,8,4,5,4.5,"ExtensionCord",1
"4191","R_3rOEEONsxviXQMU","Visual-Handwritten",0,1,48,6,6,6,6,5,5,5,5,"ExtensionCord",0
"4192","R_O7mdffdQapesPlL","Auditory-Human",1,1,19,7,7,6,6.66666666666667,8,6,6,6,"ExtensionCord",0
"4193","R_1cTxqP898O6dQAZ","Visual-Handwritten",0,2,30,5,6,6,5.66666666666667,7,7,7,7,"ExtensionCord",0
"4194","R_3iDRlUy2RdLywR6","Visual-Handwritten",0,1,36,5,5,5,5,7,5,5,5,"ExtensionCord",1
"4195","R_3OD7bnzjB4at3uF","Auditory-Computer",1,1,19,4,4,1,3,1,2,2,2,"ExtensionCord",1
"4196","R_1KrT7l1Ec1UlRiC","Auditory-Human",1,2,27,3,5,5,4.33333333333333,9,1,1,1,"ExtensionCord",0
"4197","R_2CxfJkaoqoHzieo","Visual-Handwritten",0,2,23,8,6,7,7,7,9,9,9,"ExtensionCord",1
"4198","R_1jD7AD4pA3YVt5a","Visual-Handwritten",0,2,48,5,5,5,5,1,6,6,6,"ExtensionCord",1
"4199","R_2VBJTGPunRaH8aG","Auditory-Computer",1,2,26,8,7,7,7.33333333333333,2,6,7,6.5,"ExtensionCord",1
"4200","R_28ZmoE7miLf8uRB","Visual-Handwritten",0,1,32,4,5,5,4.66666666666667,6,6,6,6,"ExtensionCord",0
"4201","R_1PXeVLN2ZAiwcAR","Auditory-Computer",1,1,28,5,6,5,5.33333333333333,2,4,3,3.5,"ExtensionCord",1
"4202","R_2sX6bfVVQqS5xnt","Auditory-Computer",1,2,33,4,4,2,3.33333333333333,6,5,6,5.5,"ExtensionCord",1
"4203","R_2q7ZJAb3lb2Y9lj","Visual-Handwritten",0,2,61,3,5,3,3.66666666666667,5,7,7,7,"ExtensionCord",0
"4204","R_3JCRVOtYwvWDLkr","Auditory-Computer",1,2,25,6,6,6,6,4,5,6,5.5,"ExtensionCord",1
"4205","R_1NsjyCK87rfM5IL","Auditory-Human",1,1,24,7,7,7,7,7,5,4,4.5,"ExtensionCord",0
"4206","R_3QY1w9JMjzaKzgy","Auditory-Human",1,2,30,6,6,5,5.66666666666667,3,9,9,9,"ExtensionCord",1
"4207","R_1K2zG8NPQoofBkq","Auditory-Computer",1,1,41,2,3,2,2.33333333333333,3,7,7,7,"ExtensionCord",1
"4208","R_03z92XI2Y5ledoJ","Auditory-Computer",1,2,27,9,9,9,9,1,9,9,9,"ExtensionCord",1
"4209","R_1lnm6OrV4G4tc9M","Visual-Handwritten",0,2,32,7,7,7,7,4,8,7,7.5,"ExtensionCord",1
"4210","R_1oil9h1naoYXwk8","Auditory-Human",1,1,24,4,4,4,4,1,1,1,1,"ExtensionCord",0
"4211","R_3KO8WFLi5huSL8X","Visual-Handwritten",0,2,58,6,5,4,5,5,2,2,2,"ExtensionCord",0
"4212","R_3sFYxAeUBepib7j","Visual-Handwritten",0,2,23,4,3,4,3.66666666666667,6,4,5,4.5,"ExtensionCord",0
"4213","R_2xXVVXJQ9Z1oe2U","Visual-Handwritten",0,1,41,7,8,8,7.66666666666667,7,7,8,7.5,"ExtensionCord",1
"4214","R_2SfvtPBMnNsAh4L","Auditory-Human",1,2,27,7,7,7,7,5,6,6,6,"ExtensionCord",0
"4215","R_1LFmI2MWmNlE75P","Visual-Handwritten",0,1,25,6,5,6,5.66666666666667,3,5,2,3.5,"ExtensionCord",1
"4216","R_2QYUNWo13kQtGGy","Visual-Handwritten",0,2,38,4,5,3,4,6,3,4,3.5,"ExtensionCord",1
"4217","R_1LO4bIPWjvflosF","Auditory-Human",1,1,19,5,5,6,5.33333333333333,9,6,1,3.5,"ExtensionCord",1
"4218","R_cSxaDaRALIIe8UN","Auditory-Computer",1,2,42,5,5,1,3.66666666666667,1,3,4,3.5,"ExtensionCord",1
"4219","R_86YW9wFU8lVdeI9","Auditory-Computer",1,2,32,1,1,1,1,1,1,1,1,"ExtensionCord",1
"4220","R_w5aqV0qHe7cMrvz","Auditory-Computer",1,1,29,5,3,3,3.66666666666667,5,1,1,1,"ExtensionCord",1
"4221","R_24H2beRJYdrWHZK","Auditory-Computer",1,1,35,7,7,7,7,7,7,7,7,"ExtensionCord",1
"4222","R_1E4XHX8vzwclD7l","Auditory-Computer",1,2,35,8,6,2,5.33333333333333,4,6,6,6,"ExtensionCord",1
"4223","R_11gW94IZcnXt1Mi","Auditory-Computer",1,1,19,8,2,6,5.33333333333333,3,6,8,7,"ExtensionCord",0
"4224","R_3MagIWBGVoSlRrj","Visual-Handwritten",0,2,20,4,5,4,4.33333333333333,5,6,6,6,"ExtensionCord",0
"4225","R_2upO3QUHhp00CtX","Auditory-Computer",1,1,34,6,7,5,6,6,7,6,6.5,"ExtensionCord",1
"4226","R_3oXAnRjDFOMZfOS","Visual-Handwritten",0,1,26,8,8,7,7.66666666666667,7,9,9,9,"ExtensionCord",1
"4227","R_1FS7pF7XE2Jn5Nv","Auditory-Human",1,1,30,6,7,6,6.33333333333333,6,6,7,6.5,"ExtensionCord",1
"4228","R_1mxeyfJPBpcrFG8","Visual-Handwritten",0,1,20,5,6,4,5,2,3,1,2,"ExtensionCord",1
"4229","R_24Mf3l9McH37Inj","Visual-Handwritten",0,2,49,7,7,5,6.33333333333333,5,5,5,5,"ExtensionCord",0
"4230","R_2Bm2OB45RH1NegC","Auditory-Computer",1,2,27,5,4,4,4.33333333333333,7,2,2,2,"ExtensionCord",1
"4231","R_33r7GNMNyzrlSWT","Auditory-Human",1,2,20,9,9,9,9,3,2,2,2,"ExtensionCord",0
"4232","R_R8mbTjbxOvlAaNr","Auditory-Human",1,2,35,6,6,5,5.66666666666667,8,6,7,6.5,"ExtensionCord",0
"4233","R_3PiNxgER9D5th06","Auditory-Human",1,2,54,6,7,6,6.33333333333333,9,6,6,6,"ExtensionCord",1
"4234","R_2CjEsSNzkXXVAzS","Visual-Handwritten",0,2,25,3,2,2,2.33333333333333,1,2,3,2.5,"ExtensionCord",1
"4235","R_1jq6Op9lAGGj9Fn","Visual-Handwritten",0,2,63,8,8,7,7.66666666666667,5,8,9,8.5,"ExtensionCord",1
"4236","R_3lYWGGnDyqvFcX2","Auditory-Human",1,1,18,7,7,8,7.33333333333333,7,6,3,4.5,"ExtensionCord",1
"4237","R_r90ouMr7yi42mlj","Visual-Handwritten",0,3,19,6,6,7,6.33333333333333,7,6,3,4.5,"ExtensionCord",0
"4238","R_2rGysWmrsYO98E3","Auditory-Human",1,1,40,6,5,8,6.33333333333333,7,5,4,4.5,"ExtensionCord",1
"4239","R_1ds46iTFkZ7lSX2","Auditory-Computer",1,1,42,8,9,7,8,8,8,9,8.5,"ExtensionCord",1
"4240","R_06WNA5sC05O0hrz","Auditory-Computer",1,2,39,7,7,9,7.66666666666667,1,7,5,6,"ExtensionCord",1
"4241","R_qwOhux8SJYEqxmF","Auditory-Human",1,2,27,7,7,7,7,3,3,4,3.5,"ExtensionCord",0
"4242","R_6fDdYkEvJiqoibv","Visual-Handwritten",0,1,31,6,6,6,6,4,2,2,2,"ExtensionCord",1
"4243","R_1pKXn3UgqPCR7fJ","Visual-Handwritten",0,2,26,4,4,6,4.66666666666667,2,4,7,5.5,"ExtensionCord",1
"4244","R_300p5VtVqoNDxaZ","Auditory-Human",1,1,20,6,6,6,6,2,5,6,5.5,"ExtensionCord",1
"4245","R_3kbnxro1HToupHu","Auditory-Human",1,1,30,8,8,9,8.33333333333333,9,9,9,9,"ExtensionCord",1
"4246","R_21zjNepPOVH3Zfx","Auditory-Human",1,1,26,5,5,5,5,7,3,3,3,"ExtensionCord",1
"4247","R_xlRT1GuCGlqGegF","Auditory-Human",1,2,55,5,5,4,4.66666666666667,2,3,2,2.5,"ExtensionCord",1
"4248","R_3KDTSltgH8AqVvl","Auditory-Computer",1,2,27,5,6,8,6.33333333333333,5,1,1,1,"ExtensionCord",1
"4249","R_4UEJOkMat3zjhMl","Visual-Handwritten",0,2,22,5,5,6,5.33333333333333,5,3,3,3,"ExtensionCord",0
"4250","R_3ilExXIKoYfWb6V","Auditory-Human",1,2,33,9,9,8,8.66666666666667,9,9,9,9,"ExtensionCord",1
"4251","R_OQoxeOE29eip0Q1","Visual-Handwritten",0,2,22,7,7,7,7,5,7,7,7,"ExtensionCord",1
"4252","R_2TCcdS5NkWokaHq","Auditory-Human",1,2,32,3,7,8,6,9,9,9,9,"ExtensionCord",0
"4253","R_33m65ExCyxCK0xH","Auditory-Computer",1,1,49,5,5,3,4.33333333333333,7,4,5,4.5,"ExtensionCord",1
"4254","R_XSr7Y9yaoFQ0G6R","Auditory-Computer",1,1,22,3,4,4,3.66666666666667,1,3,4,3.5,"ExtensionCord",0
"4255","R_294CZlL5mUZl7XR","Auditory-Computer",1,2,33,5,5,3,4.33333333333333,1,2,2,2,"ExtensionCord",1
"4256","R_WiyHzLBpkQpw47v","Visual-Handwritten",0,2,21,7,6,6,6.33333333333333,5,3,3,3,"ExtensionCord",0
"4257","R_3QMeJwoexXb8Sxh","Auditory-Human",1,1,21,4,6,5,5,7,1,1,1,"ExtensionCord",0
"4258","R_2yllWfBsbv5qCB7","Auditory-Human",1,1,19,5,5,5,5,8,3,6,4.5,"ExtensionCord",1
"4259","R_bCUqplo843wSywV","Auditory-Human",1,1,22,7,7,6,6.66666666666667,7,5,5,5,"ExtensionCord",1
"4260","R_1E6TEpUDfuXjA4f","Visual-Handwritten",0,2,36,7,8,8,7.66666666666667,4,7,6,6.5,"ExtensionCord",1
"4261","R_A68BAzj7JyspZct","Auditory-Human",1,1,22,7,7,5,6.33333333333333,5,5,4,4.5,"ExtensionCord",1
"4262","R_u4YqjYx57DcHvpv","Auditory-Human",1,1,32,7,7,7,7,5,6,6,6,"ExtensionCord",1
"4263","R_22OXZOejuNn5GYO","Auditory-Computer",1,2,29,3,3,4,3.33333333333333,4,7,7,7,"ExtensionCord",0
"4264","R_3I0KfZ0QsvNofqu","Auditory-Human",1,1,30,5,5,5,5,6,6,6,6,"ExtensionCord",1
"4265","R_2OQ4dTtwhISTmZk","Visual-Handwritten",0,2,26,6,5,5,5.33333333333333,1,5,5,5,"ExtensionCord",0
"4266","R_vDh9GUY0koqmSvD","Auditory-Human",1,2,32,2,3,2,2.33333333333333,9,6,5,5.5,"ExtensionCord",0
"4267","R_RlRCAnGDAEjukyB","Auditory-Human",1,2,27,7,7,7,7,7,4,6,5,"ExtensionCord",1
"4268","R_sRPPqsM1BDPS7sJ","Auditory-Computer",1,1,25,9,9,9,9,7,6,6,6,"ExtensionCord",1
"4269","R_2SrACAtOppF0sWA","Auditory-Human",1,1,31,7,6,5,6,8,4,7,5.5,"ExtensionCord",0
"4270","R_30i7eaZCADgEP7r","Auditory-Computer",1,1,22,8,6,7,7,7,6,7,6.5,"ExtensionCord",1
"4271","R_vuybqJPatAY7hkd","Visual-Handwritten",0,1,32,4,5,4,4.33333333333333,7,7,7,7,"ExtensionCord",0
"4272","R_2PwoOP7ZYLEpt9A","Visual-Handwritten",0,2,19,4,5,3,4,5,5,6,5.5,"ExtensionCord",0
"4273","R_3PaAi2ed7AWZJEF","Auditory-Human",1,2,26,5,5,5,5,8,7,3,5,"ExtensionCord",1
"4274","R_1P5cUyOdlMN7UVP","Visual-Handwritten",0,1,42,7,8,7,7.33333333333333,7,7,7,7,"ExtensionCord",1
"4275","R_22zf7sBTwisNvtb","Visual-Handwritten",0,1,23,3,5,4,4,3,5,3,4,"ExtensionCord",0
"4276","R_2YJtPapgvo71MB6","Visual-Handwritten",0,1,32,6,5,6,5.66666666666667,6,4,4,4,"ExtensionCord",1
"4277","R_Dcp4IRhJ9Tna0il","Auditory-Computer",1,2,27,1,1,1,1,1,1,1,1,"ExtensionCord",0
"4278","R_0lG5BLXax0OEpot","Auditory-Human",1,1,37,7,7,7,7,8,4,5,4.5,"ExtensionCord",1
"4279","R_2tllJaaYcgW9agp","Visual-Handwritten",0,1,25,6,7,5,6,4,5,6,5.5,"ExtensionCord",0
"4280","R_vUGwubiOn9zwiyt","Auditory-Computer",1,2,67,6,7,6,6.33333333333333,1,3,5,4,"ExtensionCord",0
"4281","R_3gLNsrVDdPbsvHW","Auditory-Human",1,1,43,7,8,8,7.66666666666667,8,8,7,7.5,"ExtensionCord",1
"4282","R_1ruKfY3gopC0Xc2","Auditory-Human",1,1,57,5,5,5,5,3,5,3,4,"ExtensionCord",1
"4283","R_21oogTdqSA9zm64","Auditory-Computer",1,2,31,9,8,6,7.66666666666667,5,8,8,8,"ExtensionCord",0
"4284","R_1isWmfI6ObOazKb","Auditory-Computer",1,1,23,5,5,3,4.33333333333333,3,6,2,4,"ExtensionCord",0
"4285","R_21gFleeTRRvz1h4","Auditory-Computer",1,1,28,1,1,1,1,1,1,1,1,"ExtensionCord",1
"4286","R_3OYTG5TDZUpHxAZ","Visual-Handwritten",0,2,78,4,3,3,3.33333333333333,1,5,5,5,"ExtensionCord",1
"4287","R_3stY1z7KdDCcIJ7","Visual-Handwritten",0,2,18,7,7,6,6.66666666666667,9,7,7,7,"ExtensionCord",1
"4288","R_R38OsBHFCw71iw1","Visual-Handwritten",0,1,50,5,5,5,5,7,5,4,4.5,"ExtensionCord",1
"4289","R_pLhPh7afjvtNIpb","Visual-Handwritten",0,1,21,5,5,5,5,8,6,5,5.5,"ExtensionCord",1
"4290","R_3dX1B6Wy0opWvsH","Auditory-Computer",1,1,25,3,5,3,3.66666666666667,3,5,7,6,"ExtensionCord",0
"4291","R_7VbDuWim9DyJ7pL","Auditory-Human",1,1,21,9,9,9,9,9,5,9,7,"ExtensionCord",1
"4292","R_3p06XFnMcEX58S7","Auditory-Human",1,1,19,6,7,3,5.33333333333333,3,7,6,6.5,"ExtensionCord",1
"4293","R_w1zqg9BMuO9YkxP","Auditory-Human",1,2,18,6,6,6,6,4,6,7,6.5,"ExtensionCord",1
"4294","R_1qWL2LBuan9noEq","Visual-Handwritten",0,2,45,5,9,1,5,5,1,1,1,"ExtensionCord",0
"4295","R_27WgJCvoD5L9YkY","Visual-Handwritten",0,1,18,8,7,7,7.33333333333333,7,8,7,7.5,"ExtensionCord",0
"4296","R_ONm5vgPsvVEkRO1","Auditory-Human",1,2,62,5,5,5,5,2,3,3,3,"ExtensionCord",1
"4297","R_2qCtRlZb8CrJs2O","Visual-Handwritten",0,2,28,5,5,5,5,4,7,7,7,"ExtensionCord",1
"4298","R_1FRHHTUpmJgtX10","Visual-Handwritten",0,1,31,5,5,3,4.33333333333333,5,1,1,1,"ExtensionCord",1
"4299","R_8BKskHsMkgG52c9","Auditory-Human",1,1,26,8,8,8,8,8,7,9,8,"ExtensionCord",0
"4300","R_1MYA5m4HtVBEUup","Visual-Handwritten",0,2,36,5,6,6,5.66666666666667,7,8,6,7,"ExtensionCord",0
"4301","R_3MmKwudYq9vMyOm","Auditory-Human",1,1,20,6,7,7,6.66666666666667,5,5,8,6.5,"ExtensionCord",1
"4302","R_1g5r9Fc68zRjkii","Auditory-Computer",1,1,26,5,5,5,5,1,4,4,4,"ExtensionCord",1
"4303","R_3kBBX3TIfnoxMZD","Auditory-Human",1,2,28,8,9,9,8.66666666666667,8,8,9,8.5,"ExtensionCord",1
"4304","R_Tqj5XKZbZYNVp29","Auditory-Computer",1,1,18,4,5,1,3.33333333333333,1,6,1,3.5,"ExtensionCord",1
"4305","R_1NlGwzWdkKERluo","Auditory-Computer",1,1,30,6,7,6,6.33333333333333,4,6,6,6,"ExtensionCord",1
"4306","R_cUbwovTXTiHbMyt","Auditory-Human",1,2,20,6,6,6,6,5,5,5,5,"ExtensionCord",1
"4307","R_2VI99I5W455lmWu","Auditory-Computer",1,2,28,8,9,9,8.66666666666667,3,8,9,8.5,"ExtensionCord",1
"4308","R_3g6mh2yb7Eg1kc1","Visual-Handwritten",0,1,27,9,9,9,9,9,4,4,4,"ExtensionCord",1
"4309","R_RxLr6BmACPqdCuZ","Auditory-Computer",1,2,19,9,7,8,8,6,5,7,6,"ExtensionCord",1
"4310","R_d54gwp2P3gSJecp","Visual-Handwritten",0,2,28,6,3,9,6,7,9,1,5,"ExtensionCord",0
"4311","R_A55PdIKp9f9S96p","Auditory-Computer",1,2,40,1,1,1,1,7,1,1,1,"ExtensionCord",1
"4312","R_20NEl2NSiTotkPI","Auditory-Computer",1,1,23,9,8,9,8.66666666666667,1,7,8,7.5,"ExtensionCord",1
"4313","R_1LXPfPrAeLEjEtX","Auditory-Computer",1,2,27,5,6,4,5,8,7,7,7,"ExtensionCord",1
"4314","R_1gqDIcfLWSQo4U9","Auditory-Human",1,1,18,8,7,6,7,8,1,1,1,"ExtensionCord",1
"4315","R_2EjaG0RnM0Ykc3g","Auditory-Computer",1,2,36,5,6,7,6,3,3,2,2.5,"ExtensionCord",0
"4316","R_2ZPlcmKA8DyDfGO","Visual-Handwritten",0,2,36,7,7,8,7.33333333333333,8,7,8,7.5,"ExtensionCord",1
"4317","R_1eWQyb0sZsW0IYH","Auditory-Human",1,2,35,7,5,6,6,1,8,5,6.5,"ExtensionCord",1
"4318","R_4SbYao6egB55ieZ","Auditory-Human",1,2,21,8,6,7,7,5,8,7,7.5,"ExtensionCord",1
"4319","R_290Qxkf7kfa6kxr","Auditory-Computer",1,1,41,3,2,1,2,1,1,1,1,"ExtensionCord",1
"4320","R_111jN6Vp4t9klI0","Auditory-Human",1,2,32,4,1,2,2.33333333333333,1,3,4,3.5,"ExtensionCord",0
"4321","R_1LU7gExaRuxzlOt","Visual-Handwritten",0,2,31,3,5,3,3.66666666666667,6,5,5,5,"ExtensionCord",0
"4322","R_3JlM9jzg9bxNEzw","Auditory-Human",1,1,33,7,7,7,7,7,6,6,6,"ExtensionCord",1
"4323","R_1LnVe6G4F3bcmih","Auditory-Computer",1,2,30,6,8,7,7,1,6,1,3.5,"ExtensionCord",1
"4324","R_W6ugn0wKEEiegXT","Auditory-Human",1,2,27,7,7,8,7.33333333333333,8,4,5,4.5,"ExtensionCord",0
"4325","R_1jvbSjU2CiVhS7i","Visual-Handwritten",0,2,25,7,7,6,6.66666666666667,7,5,9,7,"ExtensionCord",0
"4326","R_2EAE70bVEWnaorv","Auditory-Human",1,1,29,5,7,5,5.66666666666667,5,2,1,1.5,"ExtensionCord",1
"4327","R_31FskNZHFBtJRAi","Visual-Handwritten",0,2,19,8,8,9,8.33333333333333,8,8,3,5.5,"ExtensionCord",1
"4328","R_28SaQT0Y0TaBvJR","Visual-Handwritten",0,2,28,5,5,1,3.66666666666667,5,4,6,5,"ExtensionCord",0
"4329","R_325X3QFA5cxYCgh","Visual-Handwritten",0,1,35,6,6,5,5.66666666666667,2,3,2,2.5,"ExtensionCord",1
"4330","R_ZeOPxc3rllEW0j7","Visual-Handwritten",0,1,40,9,9,9,9,9,9,9,9,"ExtensionCord",1
"4331","R_3I4dFERUazQ72Pg","Visual-Handwritten",0,2,39,6,6,7,6.33333333333333,5,6,6,6,"ExtensionCord",1
"4332","R_6m1NFQNyRkOJ67L","Auditory-Computer",1,2,31,5,3,3,3.66666666666667,1,6,5,5.5,"ExtensionCord",0
"4333","R_1X4CQTkY0rfKx7r","Visual-Handwritten",0,1,40,7,7,7,7,7,6,7,6.5,"ExtensionCord",1
"4334","R_3Jt0wVKMEZRR8Sk","Auditory-Human",1,2,19,4,5,7,5.33333333333333,8,7,6,6.5,"ExtensionCord",1
"4335","R_3GlIn3vaSsCviEO","Auditory-Computer",1,2,30,3,4,1,2.66666666666667,6,5,6,5.5,"ExtensionCord",0
"4336","R_6MexcNNK6U6BFcJ","Visual-Handwritten",0,1,26,8,8,7,7.66666666666667,7,6,6,6,"ExtensionCord",1
"4337","R_3lpiMrneaOqzqlH","Visual-Handwritten",0,2,24,2,2,2,2,5,3,3,3,"ExtensionCord",1
"4338","R_33qKsX62Rbvqvf8","Auditory-Human",1,1,36,4,5,3,4,2,1,1,1,"ExtensionCord",1
"4339","R_3npZEZaiT6teGj0","Auditory-Computer",1,2,34,5,5,5,5,4,4,6,5,"ExtensionCord",1
"4340","R_3j86m7ZkumbhFvx","Auditory-Computer",1,2,30,5,7,7,6.33333333333333,1,7,6,6.5,"ExtensionCord",0
"4341","R_cPfFBiOBbwrxycp","Auditory-Human",1,1,66,5,5,5,5,5,1,1,1,"ExtensionCord",1
"4342","R_1IYplGMIqrJ6ikS","Auditory-Computer",1,1,26,7,6,5,6,1,6,6,6,"ExtensionCord",0
"4343","R_1MRNojxEr4SrMHZ","Auditory-Computer",1,2,56,3,5,5,4.33333333333333,3,5,5,5,"ExtensionCord",1
"4344","R_2XdPHzrOiQzdkt0","Visual-Handwritten",0,2,29,6,6,5,5.66666666666667,7,5,5,5,"ExtensionCord",1
"4345","R_vYUsTfbbg2jwgMx","Auditory-Human",1,1,25,8,8,7,7.66666666666667,5,5,7,6,"ExtensionCord",1
"4346","R_9SK4uDCfF3FTOyR","Visual-Handwritten",0,1,20,7,6,6,6.33333333333333,6,3,3,3,"ExtensionCord",1
"4347","R_1qebHsTUIIeffWE","Visual-Handwritten",0,2,30,7,7,7,7,5,5,5,5,"ExtensionCord",1
"4348","R_27E9FXGrxqRxr1M","Auditory-Computer",1,2,21,5,7,7,6.33333333333333,5,6,7,6.5,"ExtensionCord",0
"4349","R_2EhJlGnZcvs6czj","Auditory-Computer",1,1,29,2,5,5,4,1,5,4,4.5,"ExtensionCord",0
"4350","R_295LSvqpRtwzwO7","Visual-Handwritten",0,1,30,6,5,6,5.66666666666667,4,3,2,2.5,"ExtensionCord",0
"4351","R_UPwhxOz7kcB81up","Auditory-Human",1,2,31,7,8,7,7.33333333333333,8,6,5,5.5,"ExtensionCord",1
"4352","R_31TVVL5EokJtcoh","Auditory-Computer",1,1,57,8,8,8,8,7,8,8,8,"ExtensionCord",1
"4353","R_125vgxYqkYsecuk","Auditory-Computer",1,1,20,6,1,1,2.66666666666667,2,4,4,4,"ExtensionCord",1
"4354","R_1QLR7im5BOSXXQv","Auditory-Computer",1,2,41,3,4,2,3,6,7,5,6,"ExtensionCord",1
"4355","R_pRAU6Ns1j3rLKDL","Visual-Handwritten",0,1,21,6,5,5,5.33333333333333,2,6,8,7,"ExtensionCord",1
"4356","R_1gMIQlg7S3quWdQ","Auditory-Computer",1,2,28,5,4,3,4,3,3,3,3,"ExtensionCord",0
"4357","R_3fJLS2Kz8L9W7EA","Visual-Handwritten",0,1,25,7,7,7,7,5,7,4,5.5,"ExtensionCord",1
"4358","R_2EaETAwgcJG4NYQ","Auditory-Human",1,1,29,8,6,6,6.66666666666667,6,7,5,6,"ExtensionCord",1
"4359","R_1eKRuvPCre8DU5r","Auditory-Human",1,2,23,6,5,5,5.33333333333333,8,5,5,5,"ExtensionCord",1
"4360","R_1daztSHmKpcyFjP","Auditory-Computer",1,2,24,6,7,6,6.33333333333333,3,3,3,3,"ExtensionCord",0
"4361","R_3EsX9UPLMXvLYlK","Auditory-Human",1,2,32,7,5,7,6.33333333333333,7,6,7,6.5,"ExtensionCord",1
"4362","R_3r2JzFjUaaVBSuV","Auditory-Human",1,1,32,8,9,8,8.33333333333333,7,6,7,6.5,"ExtensionCord",1
"4363","R_1FlmE9Hcd6Cf1aB","Auditory-Computer",1,1,41,2,3,2,2.33333333333333,9,5,6,5.5,"ExtensionCord",1
"4364","R_306SdEySSdkW0h3","Visual-Handwritten",0,2,53,7,7,8,7.33333333333333,5,7,8,7.5,"ExtensionCord",1
"4365","R_Rk5AUIxzP5i23vP","Auditory-Human",1,1,27,5,6,7,6,1,6,4,5,"ExtensionCord",1
"4366","R_31sDZMycNfVPwHL","Auditory-Computer",1,1,19,2,2,1,1.66666666666667,2,2,1,1.5,"ExtensionCord",0
